synagogue_name,street_address,neighborhood,city,state,full_address,is_current,address_order
Shomre Shabbas,442 Dickinson St,South Philly,Philadelphia,PA,"442 Dickinson St, Philadelphia, PA",True,0
Shomre Shabbas,414 Christian St,South Philly,Philadelphia,PA,"414 Christian St, Philadelphia, PA",True,0
Shomre Shabbas [Chevra],442 Jackson St,South Philly,Philadelphia,PA,"442 Jackson St, Philadelphia, PA",True,0
"Shomre Shabbas: See also, Emunas Israel Ohev Sholom",518 S 3rd St,South Philly,Philadelphia,PA,"518 S 3rd St, Philadelphia, PA",True,0
"Shomre Shabes UMachzikei HaDath: Also, Beth HaKeneseth Kaiserman",4194 Viola St,West Philly,Philadelphia,PA,"4194 Viola St, Philadelphia, PA",True,0
Sinai Temple (Aka Temple Sinai),1908 S 6th St,South Philly,Philadelphia,PA,"1908 S 6th St, Philadelphia, PA",True,0
Soble Family Congregation [The],5th & Champlost Sts,Olney,Philadelphia,PA,"5th & Champlost Sts, Philadelphia, PA",True,0
Society Hill Synagogue,418 Spruce St,Old City,Philadelphia,PA,"418 Spruce St, Philadelphia, PA",True,0
Suburban Jewish Community Center-B'nai Aaron,560 Mill Rd,Main Line,Philadelphia,PA,"560 Mill Rd, Philadelphia, PA",True,0
"Tacony Hebrew Congregation. Also see, Temple Menorah",Torresdale Ave & Longshore Ave,Northeast Philly,Philadelphia,PA,"Torresdale Ave & Longshore Ave, Philadelphia, PA",True,0
Talmudical Yeshiva of Philadelphia,6063 Drexel Rd,Wynnefield,Philadelphia,PA,"6063 Drexel Rd, Philadelphia, PA",True,0
Temple Beth Ami,9201 Bustelton Ave,Northeast Philly,Philadelphia,PA,"9201 Bustelton Ave, Philadelphia, PA",True,0
"Temple Brith Kodesh. Also see, Ner Zedek - Ezrath Israel",2106 Longshore Ave,Northeast Philly,Philadelphia,PA,"2106 Longshore Ave, Philadelphia, PA",True,0
Temple Isaiah,8900 Roosevelt Blvd,Northeast,Philadelphia,PA,"8900 Roosevelt Blvd, Philadelphia, PA",True,0
Temple Israel,59th St & Woodbine Ave                                    1981 Upland Way,Wynnefield ,Philadelphia,PA,"59th St & Woodbine Ave                                    1981 Upland Way, Philadelphia, PA",True,0
Temple Israel of Upper Darby,Bywood Ave & Walnut St,Upper Darby,Philadelphia,PA,"Bywood Ave & Walnut St, Philadelphia, PA",True,0
Temple Judea,6929 N. Broad St,Oak Lane,Philadelphia,PA,"6929 N. Broad St, Philadelphia, PA",True,0
Temple Judea of Bucks County,300 Swamp Rd,Doylestown,Philadelphia,PA,"300 Swamp Rd, Philadelphia, PA",True,0
"Temple Menorah Kneseth Chai See also, Tacony Hebrew Congregation; The Northeast Jewish Community Center",4301 Tyson Ave,Northeast Philly,Philadelphia,PA,"4301 Tyson Ave, Philadelphia, PA",True,0
Temple Shalom,2901 Edgely Rd,Levittown,Philadelphia,PA,"2901 Edgely Rd, Philadelphia, PA",True,0
Temple Sholom of Broomall,55 N Church Lane,Broomall,Philadelphia,PA,"55 N Church Lane, Philadelphia, PA",True,0
"Temple Sholom: Also, Upper Northwood Jewish Community Center",Large St & Roosevelt Blvd,Northeast Philly,Philadelphia,PA,"Large St & Roosevelt Blvd, Philadelphia, PA",True,0
Temple Sinai,Limekiln Pike & Dillon Rd,Dresher Oak Lane,Philadelphia,PA,"Limekiln Pike & Dillon Rd, Philadelphia, PA",True,0
Temple Sinai,Limekiln Pike & Washington Lane,,Philadelphia,PA,"Limekiln Pike & Washington Lane, Philadelphia, PA",False,1
Temple Zion,1620 Pine Rd,Huntingdon Valley,Philadelphia,PA,"1620 Pine Rd, Philadelphia, PA",True,0
"Temple Zion: Also see, Parker's Place",[The Mcfadden Estate],Northeast Philly,Philadelphia,PA,"[The Mcfadden Estate], Philadelphia, PA",True,0
Teshuath Israel,1518 Columbia Ave,North Philly,Philadelphia,PA,"1518 Columbia Ave, Philadelphia, PA",True,0
Tiferes B'nai Israel,2478 Street Rd,Warrington,Philadelphia,PA,"2478 Street Rd, Philadelphia, PA",True,0
"Tiferes Israel Anshe Zitomir-Gubernia Wohlin Nusach Sfard: Also, Anshe Zhitomir nusach Sfard",2300 S 6th St 604 Dickinson St,South Philly South Philly,Philadelphia,PA,"2300 S 6th St 604 Dickinson St, Philadelphia, PA",True,0
Tiferet Bet Israel,1920 Skippack Pike,Blue Bell,Philadelphia,PA,"1920 Skippack Pike, Philadelphia, PA",True,0
Tiferet Israel of Lower Bucks County,2909 Bristol Rd,Bensalem,Philadelphia,PA,"2909 Bristol Rd, Philadelphia, PA",True,0
Tiferet Joseph,31st & Berks Sts,Strawberry Mansion,Philadelphia,PA,"31st & Berks Sts, Philadelphia, PA",True,0
Tifereth Israel,40th St & Powelton Ave,West Philly,Philadelphia,PA,"40th St & Powelton Ave, Philadelphia, PA",True,0
Tifereth Israel Anshe Lita,827 N 4th St,Northern Liberties,Philadelphia,PA,"827 N 4th St, Philadelphia, PA",True,0
Tifereth Israel of Parkside,3940 W Girard Ave,West Philly,Philadelphia,PA,"3940 W Girard Ave, Philadelphia, PA",True,0
Tikvas Israel,41st & Viola Sts.,West Philly,Philadelphia,PA,"41st & Viola Sts., Philadelphia, PA",True,0
Tikvas Zion,505 Lombard St,Old City,Philadelphia,PA,"505 Lombard St, Philadelphia, PA",True,0
Tikvoh Chadoshoh,5364 W Chew Ave.,Germantown,Philadelphia,PA,"5364 W Chew Ave., Philadelphia, PA",True,0
"Toras Israel. Also, Bialik Congregation; Beth Zion",2453-5 Phillip St (nr. Porter),South Philly ,Philadelphia,PA,"2453-5 Phillip St (nr. Porter), Philadelphia, PA",True,0
"Toras Israel. Also, Bialik Congregation; Beth Zion",Congregation; Beth Zion,,Philadelphia,PA,"Congregation; Beth Zion, Philadelphia, PA",False,1
"Toras Israel. Also, Bialik Congregation; Beth Zion",2455 S American St,,Philadelphia,PA,"2455 S American St, Philadelphia, PA",False,2
Touro Hall Free Synagogue,10th & Carpenter Sts,South Philly,Philadelphia,PA,"10th & Carpenter Sts, Philadelphia, PA",True,0
Tzedek V'Shalom,314 Washington Crossing Rd.,Newtown,Philadelphia,PA,"314 Washington Crossing Rd., Philadelphia, PA",True,0
"Vilna Congregation. Also, [Beis HaKnesses] Anshe Vilno.",509 Pine St,Old City,Philadelphia,PA,"509 Pine St, Philadelphia, PA",True,0
"Vine Street Synagogue: Also see, Eastern Women's Talmud Torah",201 Vine St,Old City,Philadelphia,PA,"201 Vine St, Philadelphia, PA",True,0
West Oak Lane Jewish Community Center,Sedgwick & Thouron Sts,Oak Lane,Philadelphia,PA,"Sedgwick & Thouron Sts, Philadelphia, PA",True,0
West Philadelphia Hebrew Congregation (Beth Judah),5426 Sansom St,West Philly,Philadelphia,PA,"5426 Sansom St, Philadelphia, PA",True,0
West Philadelphia Jewish Community Center,Ludlow St & Cobb's Creek Blvd,West Philly,Philadelphia,PA,"Ludlow St & Cobb's Creek Blvd, Philadelphia, PA",True,0
West Philadelphia Talmud Torah,6003 Larchwood St,SW Philly,Philadelphia,PA,"6003 Larchwood St, Philadelphia, PA",True,0
Wilner Congregation,314 Lombard St,Old City,Philadelphia,PA,"314 Lombard St, Philadelphia, PA",True,0
Winitzer Congregation: Also Beneficial Sons of David,302 Lombard St,Old City,Philadelphia,PA,"302 Lombard St, Philadelphia, PA",True,0
Woodside Park Congregation,Cranston & Conshocken Rd,West Philly,Philadelphia,PA,"Cranston & Conshocken Rd, Philadelphia, PA",True,0
Wynnefield Jewish Center,5820 Overbrook Ave.,Wynnefield,Philadelphia,PA,"5820 Overbrook Ave., Philadelphia, PA",True,0
Yagdil Torah,630 N 6th St,Northern Liberties,Philadelphia,PA,"630 N 6th St, Philadelphia, PA",True,0
Yagdil Torah,5701 N 13th St,Oak Lane,Philadelphia,PA,"5701 N 13th St, Philadelphia, PA",True,0
Yardley Synagogue (Beth El),375 Stoney Hill Rd,Yardley,Philadelphia,PA,"375 Stoney Hill Rd, Philadelphia, PA",True,0
Yavneh Synagogue,2222 N 53rd St,Wynnefield,Philadelphia,PA,"2222 N 53rd St, Philadelphia, PA",True,0
Young Israel of Elkins Park,7715 Montgomery Ave,Elkins Park,Philadelphia,PA,"7715 Montgomery Ave, Philadelphia, PA",True,0
Young Israel of Oxford Circle,6427 Large St,Northeast Philly,Philadelphia,PA,"6427 Large St, Philadelphia, PA",True,0
Young Israel of Strawberry Mansion,1939 N 31st St             (3rd Floor),Strawberry Mansion,Philadelphia,PA,"1939 N 31st St             (3rd Floor), Philadelphia, PA",True,0
Young Israel of the Main Line,273 Montgomery Ave,Main Line Wynnefield,Philadelphia,PA,"273 Montgomery Ave, Philadelphia, PA",True,0
Young Israel of the Main Line,5300 Wynnefield Ave,,Philadelphia,PA,"5300 Wynnefield Ave, Philadelphia, PA",False,1
"Young People's B'nai Moishe: See, Adath Shalom",5th & Watkins Sts,South Philly,Philadelphia,PA,"5th & Watkins Sts, Philadelphia, PA",True,0
Young People's Congregation - Shaare Israel; Also Adath Shalom,342 Porter St,South Philly,Philadelphia,PA,"342 Porter St, Philadelphia, PA",True,0
Young People's Congregation - Shari Eli.,728 W              Moyamensing Ave,South Philly,Philadelphia,PA,"728 W              Moyamensing Ave, Philadelphia, PA",True,0
"Zeiras Israel: Also, Catherine St. Shul",343 Christian St,South Philly,Philadelphia,PA,"343 Christian St, Philadelphia, PA",True,0
Zemach David nusach Sfard,1437 S 6th St (nr Dickinson),South Philly,Philadelphia,PA,"1437 S 6th St (nr Dickinson), Philadelphia, PA",True,0
Zemach David of Logan,7976 Summerdale Ave (at Rhawn St),Northeast Philly,Philadelphia,PA,"7976 Summerdale Ave (at Rhawn St), Philadelphia, PA",True,0
Zemach David of Logan,6735 N 16th St,Oak Lane,Philadelphia,PA,"6735 N 16th St, Philadelphia, PA",True,0
Zikne Zedek,516 S 4th St,South Philly,Philadelphia,PA,"516 S 4th St, Philadelphia, PA",True,0
Ziknei Israel [Chevra],432 Dickinson St,South Philly,Philadelphia,PA,"432 Dickinson St, Philadelphia, PA",True,0
